date,title
2022/03/01,台積電日本熊本廠釋最新進度 預計Q2動工
2022/03/01,〈竹科跳電〉台積電確認影響中 力積電仍在查明原因
2022/03/01,2月權證交易金額微降 台積電、航運包辦前10大標的
2022/03/02,土洋聯手敲進中鋼逾3萬張 外資續賣台積電
2022/03/02,92%新鮮人想先就業 台積電、長榮、國泰金登夢幻企業榜首
2022/03/03,外資連二賣 續調節台積電1.6萬張提款近百億元
2022/03/03,英特爾攜手台積電、三星等大廠 共組開放式小晶片聯盟
2022/03/03,OPPO：自研晶片已向台積電下單千萬顆
2022/03/03,〈303全台大停電〉台積電未停電、壓降影響確認中 聯電影響可控
2022/03/04,外資提款台積電263億 占賣超金額六成 5檔金控股也遭狙擊
2022/03/04,台積電創近3個月新低 市值滑落至15.35兆元
2022/03/05,〈企業徵才〉台積電今年徵才超過8000人 碩士畢業工程師年薪上看200萬元
2022/03/06,蘋果春季發表會、台積電2月營收、進出口統計 本周大事預告
2022/03/06,台積電日本熊本廠 瑞薩可望擴大28奈米MCU外包
2022/03/07,台積電跳水重挫逾3% 市值跌破15兆元
2022/03/08,外資今再提款台積電257億元 反手加碼面板雙虎、長榮航
2022/03/09,外資急兌現 連13日狂賣台積電 累計提款2288億元
2022/03/09,蘋果M1 Ultra頂級晶片吸睛 台積電為最大受惠者
2022/03/09,蘋果穩居台積電最大客戶 去年貢獻營收逾4000億元、年增2成
2022/03/10,傳今年調薪幅度8% 台積電：目前還未公開數字
2022/03/10,台積電600元以下，可以閉著眼買進嗎？
2022/03/10,台積電2月營收1469億元 月減14.7% 創歷年同期新高
2022/03/10,〈台股盤前要聞〉台積電啖蘋果晶片大單、亞力不斷電系統獲追單 今日必看財經新聞
2022/03/11,〈台股盤前要聞〉台積電寫最強2月營收、和碩Q2 NB出貨看增3成 今日必看財經新聞
2022/03/12,蘋果春季發表會、台積電2月營收寫同期高、出口連20紅 本周大事回顧
2022/03/13,Fed決策會議、台積電除息秀、權值大咖法說 本周大事預告
2022/03/14,iPhone 14系列傳處理器不同 台積電仍為最大受惠者
2022/03/15,〈三星衝刺晶圓代工〉加速追趕台積電 成立封測中心提高後段製程競爭力
2022/03/15,台積電等3檔個股明除息 指數開盤估蒸發23.51點
2022/03/16,不畏外資連十七賣 台積電開盤秒填息
2022/03/17,外資回補台積電逾2萬張、終止連18賣 操作面板雙虎不同調
2022/03/18,因應新建擴建廠需求 台積電再發債142億元
2022/03/18,台積電熊本廠人才需求孔急 當地產官學界開會商討對策
2022/03/20,〈觀察〉台積電竹南廠Q3量產 業界緊盯3D封裝市場反應
2022/03/20,看好營運前景 台積電7位副總2月加碼自家持股
2022/03/22,輝達傳GTC將發表Hopper架構GPU 台積電5奈米助陣
2022/03/23,〈台積電拚減碳〉中科零廢中心明年啟用 將在北、南部增設
2022/03/23,〈台積電拚減碳〉何麗梅：平均投入年營收1-2%在ESG專案
2022/03/23,〈台積電拚減碳〉何麗梅：台積電是節電大戶 節電量是用電的4倍
2022/03/23,〈323強震〉台積電、聯電部分機台啟動防震機制 對營運無顯著影響
2022/03/24,證交所緊盯10家外資出具台積電報告 金管會澄清為例行查核
2022/03/25,台積電首發連結ESG限制新股 魏哲家獲236張市值約1.4億元
2022/03/27,〈上海封城〉台積電：目前不影響上海廠生產
2022/03/28,楠梓產業園區環評初審通過 台積電：樂見結果
2022/03/28,台積電甜蜜點未到 資金持續轉進升息受惠股？
2022/03/29,何麗梅夫妻各贈一雙兒女170張台積電股票 市值約2億元
2022/03/29,台積電、三星爭取美520億美元晶片補助 陸行之提三點看法
2022/03/29,台積電供應鏈在地化邁大步 中砂、光洋科進入3奈米先發
2022/03/30,台積電大復活？這3檔受惠股你不可不知
2022/03/30,〈劉德音開講〉示警中國封城影響消費需求 台積電今年資本支出、展望不變
2022/03/30,台積電：2030年再生水使用比例將達60%
2022/03/31,台積電攜手設備商開發智能系統 列先進封測廠測試機台標準設計
2022/03/31,〈台股盤前要聞〉國巨利基產品需求旺、台積電今年展望不變 今日必看財經新聞
